edit_history_tweet_ids,lang,possibly_sensitive,text,created_at,reply_settings,author_id,conversation_id,id,category,edit_controls.edits_remaining,edit_controls.is_edit_eligible,edit_controls.editable_until,entities.urls,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,public_metrics.bookmark_count,public_metrics.impression_count,attachments.media_keys,context_annotations,referenced_tweets,in_reply_to_user_id,entities.annotations,entities.mentions,entities.hashtags,attachments.media_source_tweet_id,attachments.poll_ids
['1864407594799894864'],pl,False,"Dopiero co skończyłem rozmowę w Republice, a już jutro rano będę gościem @BogRymanowski w Radiu Zet! Zapraszam! https://t.co/bUedFg1Tgk",2024-12-04T20:33:04.000Z,everyone,3242182113,1864407594799894864,1864407594799894864,Original,5,True,2024-12-04 21:33:04+00:00,"[{'start': 112, 'end': 135, 'url': 'https://t.co/bUedFg1Tgk', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1864407594799894864/photo/1', 'display_url': 'pic.x.com/bUedFg1Tgk', 'media_key': '3_1864407589565394944'}]",35,53,700,1,2,32777,['3_1864407589565394944'],,,,,"[{'start': 73, 'end': 87, 'username': 'BogRymanowski', 'id': '1801985936579796992'}]",,,
['1864380993257255224'],pl,False,Jestem już w @RepublikaTV :) https://t.co/EZUPK2jGAe,2024-12-04T18:47:21.000Z,everyone,3242182113,1864380993257255224,1864380993257255224,Original,5,True,2024-12-04 19:47:21+00:00,"[{'start': 29, 'end': 52, 'url': 'https://t.co/EZUPK2jGAe', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1864380993257255224/photo/1', 'display_url': 'pic.x.com/EZUPK2jGAe', 'media_key': '3_1864380989419491328'}]",44,422,2217,7,24,133615,['3_1864380989419491328'],,,,,"[{'start': 13, 'end': 25, 'username': 'RepublikaTV', 'id': '1073461458'}]",,,
['1864342002378125757'],pl,False,"Po kilku latach przerwy będę dzisiaj w Republice. Ciekaw jestem, czy coś tam się zmieniło.

Do zobaczenia! https://t.co/sWAQLzNNuS",2024-12-04T16:12:25.000Z,everyone,3242182113,1864342002378125757,1864342002378125757,Original,5,True,2024-12-04 17:12:25+00:00,"[{'start': 107, 'end': 130, 'url': 'https://t.co/sWAQLzNNuS', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1864342002378125757/photo/1', 'display_url': 'pic.x.com/sWAQLzNNuS', 'media_key': '3_1864341997529501696'}]",38,151,1124,5,11,80992,['3_1864341997529501696'],,,,,,,,
['1864201997047545873'],pl,False,"Trzaskowski jest od rana z Panem Łukaszem na Broniszach, Nawrocki idzie z Górnikami na Barbórce, tylko ja, jak ten frajer, w drodze do Sejmu, wykonywać swoje obowiązki :) https://t.co/QU8E3i5yRj",2024-12-04T06:56:05.000Z,everyone,3242182113,1864201997047545873,1864201997047545873,Original,5,True,2024-12-04 07:56:05+00:00,"[{'start': 171, 'end': 194, 'url': 'https://t.co/QU8E3i5yRj', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1864201997047545873/photo/1', 'display_url': 'pic.x.com/QU8E3i5yRj', 'media_key': '3_1864201969121841153'}]",151,584,4952,40,57,453305,['3_1864201969121841153'],,,,,,,,
['1863975475544051889'],pl,False,Mój pierwszy milion w mediach społecznościowych :) https://t.co/NLgHFfiZK5,2024-12-03T15:55:59.000Z,everyone,3242182113,1863975475544051889,1863975475544051889,Original,5,True,2024-12-03 16:55:59+00:00,"[{'start': 51, 'end': 74, 'url': 'https://t.co/NLgHFfiZK5', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1863975475544051889/photo/1', 'display_url': 'pic.x.com/NLgHFfiZK5', 'media_key': '3_1863975470393438209'}]",101,217,5063,8,37,135602,['3_1863975470393438209'],,,,,,,,
['1863917069214826935'],pl,False,"Trzaskowski wspiera Ostatnie Pokolenie wynajmując im lokal w Warszawie na preferencyjnych warunkach! 

Ostatnie Pokolenie należy zdelegalizować, a nie wspierać!",2024-12-03T12:03:53.000Z,everyone,3242182113,1863917069214826935,1863917069214826935,Original,5,True,2024-12-03 13:03:53+00:00,,266,235,5356,21,26,245496,,,,,,,,,
['1863704763113615421'],pl,False,"Zabawne. Pisowiec broni równocześnie Ostatnie Pokolenie i Trzaskowskiego. Rok w opozycji to za mało, żebyście rozumu nabrali? https://t.co/1UgwYcQmD4",2024-12-02T22:00:16.000Z,everyone,3242182113,1863704763113615421,1863704763113615421,Quote,5,True,2024-12-02 23:00:16+00:00,"[{'start': 126, 'end': 149, 'url': 'https://t.co/1UgwYcQmD4', 'expanded_url': 'https://twitter.com/jciesz/status/1863695950474002648', 'display_url': 'x.com/jciesz/status/…'}]",61,85,1558,3,19,102979,,,"[{'type': 'quoted', 'id': '1863695950474002648'}]",,,,,,
['1863513480868851950'],pl,False,Musimy obronić elektrownię w Bełchatowie! Musimy odrzucić Zielony Ład! https://t.co/AT3z4h27vr,2024-12-02T09:20:10.000Z,everyone,3242182113,1863513480868851950,1863513480868851950,Original,5,True,2024-12-02 10:20:10+00:00,"[{'start': 71, 'end': 94, 'url': 'https://t.co/AT3z4h27vr', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1863513480868851950/video/1', 'display_url': 'pic.x.com/AT3z4h27vr', 'media_key': '13_1863513393258205184'}]",269,281,3022,28,56,766018,['13_1863513393258205184'],,,,,,,,
['1863165788162597101'],pl,False,"Od września odwiedziłem już 65 miejscowości na trasie #Mentzen2025! Bardzo dziękuję wszystkim za tak liczną obecność i wspaniałą atmosferę na spotkaniach. Nie jestem w stanie policzyć, ile zrobiliśmy sobie zdjęć, ile usłyszałem od Was dobrych słów, ile razy przekonywaliście mnie,… https://t.co/tixF5OhRZv https://t.co/FQsydHl8NW",2024-12-01T10:18:34.000Z,everyone,3242182113,1863165788162597101,1863165788162597101,Original,5,True,2024-12-01 11:18:34+00:00,"[{'start': 282, 'end': 305, 'url': 'https://t.co/tixF5OhRZv', 'expanded_url': 'https://x.com/i/web/status/1863165788162597101', 'display_url': 'x.com/i/web/status/1…'}, {'start': 306, 'end': 329, 'url': 'https://t.co/FQsydHl8NW', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1863165788162597101/photo/1', 'display_url': 'pic.x.com/FQsydHl8NW', 'media_key': '3_1863165714476957696'}]",72,140,1216,7,15,82908,['3_1863165714476957696'],,,,,,"[{'start': 54, 'end': 66, 'tag': 'Mentzen2025'}]",,
['1862929212555808804'],pl,False,"Bardzo dziękuję mieszkańcom Kępna za tak miłe powitanie! 

Setki ludzi na spotkaniu w liczącym 13 tysięcy ludzi mieście, to coś niesamowitego! https://t.co/XBCplqlNDu",2024-11-30T18:38:30.000Z,everyone,3242182113,1862929212555808804,1862929212555808804,Original,5,True,2024-11-30 19:38:30+00:00,"[{'start': 143, 'end': 166, 'url': 'https://t.co/XBCplqlNDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862929212555808804/photo/1', 'display_url': 'pic.x.com/XBCplqlNDu', 'media_key': '3_1862929052224421888'}, {'start': 143, 'end': 166, 'url': 'https://t.co/XBCplqlNDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862929212555808804/photo/1', 'display_url': 'pic.x.com/XBCplqlNDu', 'media_key': '3_1862929052224368640'}, {'start': 143, 'end': 166, 'url': 'https://t.co/XBCplqlNDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862929212555808804/photo/1', 'display_url': 'pic.x.com/XBCplqlNDu', 'media_key': '3_1862929052228616192'}, {'start': 143, 'end': 166, 'url': 'https://t.co/XBCplqlNDu', 'expanded_url': 'https://x.com/SlawomirMentzen/status/1862929212555808804/photo/1', 'display_url': 'pic.x.com/XBCplqlNDu', 'media_key': '3_1862929052304056321'}]",33,32,868,1,3,36375,"['3_1862929052224421888', '3_1862929052224368640', '3_1862929052228616192', '3_1862929052304056321']",,,,,,,,
